,pose_0,pose_0,pose_0,pose_0,pose_1,pose_1,pose_1,pose_1,pose_2,pose_2,pose_2,pose_2,pose_3,pose_3,pose_3,pose_3,pose_4,pose_4,pose_4,pose_4,pose_5,pose_5,pose_5,pose_5
,x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ')
true,G0,0.16,G0,0.16,G-1,0.06,G-1,0.06,,0.0,,0.0,G0,0.15,G0,0.15,G2,0.93,G2,0.93,G2,0.9,G2,0.9
∅,G2,0.31,G2,0.31,G2,0.31,G2,0.31,G2,0.31,G2,0.31,G2,0.31,G2,0.31,G2,0.31,G2,0.31,G2,0.31,G2,0.31
Q1,G0,0.08,G0,0.08,G0,0.08,G0,0.08,G0,0.075,G0,0.075,G0,0.075,G0,0.075,G2,0.915,G2,0.915,G2,0.915,G2,0.915
Q2,G0,0.16,G0,0.16,G-1,0.06,G-1,0.06,,0,,0,G0,0.15,G0,0.15,G2,0.915,G2,0.915,G2,0.915,G2,0.915
Q3,G0,0.08,G0,0.08,G0,0.08,G0,0.08,G0,0.075,G0,0.075,G0,0.075,G0,0.075,G2,0.915,G2,0.915,G2,0.915,G2,0.915
Q4,G0,0.16,G0,0.16,G-1,0.06,G-1,0.06,,0,,0,G0,0.15,G0,0.15,G2,0.915,G2,0.915,G2,0.915,G2,0.915
