,pose_0,pose_0,pose_0,pose_0,pose_1,pose_1,pose_1,pose_1,pose_2,pose_2,pose_2,pose_2,pose_3,pose_3,pose_3,pose_3,pose_4,pose_4,pose_4,pose_4,pose_5,pose_5,pose_5,pose_5
,x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ')
true,G0,0.19,G0,0.19,G-1,0.06,G-1,0.06,G-1,0.18,G-1,0.18,G0,0.12,G0,0.12,G0,0.47,G0,0.47,G0,0.49,G0,0.49
∅,G0,0.21333333333333332,G0,0.21333333333333332,G0,0.21333333333333332,G0,0.21333333333333332,G0,0.21333333333333332,G0,0.21333333333333332,G0,0.21333333333333332,G0,0.21333333333333332,G0,0.21333333333333332,G0,0.21333333333333332,G0,0.21333333333333332,G0,0.21333333333333332
Q1,G0,0.095,G0,0.095,G0,0.095,G0,0.095,G-1,0.09,G-1,0.09,G-1,0.09,G-1,0.09,G0,0.48,G0,0.48,G0,0.48,G0,0.48
Q2,G0,0.19,G0,0.19,G-1,0.06,G-1,0.06,G-1,0.18,G-1,0.18,G0,0.12,G0,0.12,G0,0.48,G0,0.48,G0,0.48,G0,0.48
Q3,G0,0.095,G0,0.095,G0,0.095,G0,0.095,G-1,0.09,G-1,0.09,G-1,0.09,G-1,0.09,G0,0.48,G0,0.48,G0,0.48,G0,0.48
Q4,G0,0.19,G0,0.19,G-1,0.06,G-1,0.06,G-1,0.18,G-1,0.18,G0,0.12,G0,0.12,G0,0.48,G0,0.48,G0,0.48,G0,0.48
