,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6
grasp_1,0,0,93,93,0,0
grasp_2,0,0,90,88,0,0
grasp_3,0,0,1,0,0,0
grasp_4,0,0,3,2,0,0
