18,100.220245,0.23625613799998926
17,0.22301097,0.23017261438252656
16,0.22010528,0.22708512368650927
15,0.21879803,0.22519011808364484
14,0.21825284,0.22390065602302556
13,0.2181123,0.22298010965671006
12,0.21816367,0.20449869071297902
11,0.20008136,0.20472824826812677
10,0.20241487,0.20614850767867987
9,0.20356493,0.20633310555037337
8,0.20408481,0.20613549563019892
7,0.20431307,0.20584046862346173
6,0.20443611,0.20552728340547255
5,0.20450401,0.20523629951392322
4,0.20453775,0.20498271823832162
3,0.20455736,0.20477676658015603
2,0.20456263,0.20462480652467335
1,0.20456412,0.20453242127843577
0,0.20456441,0.20450127
359,0.20456468,0.20453242127843577
358,0.20456353,0.20462480652467332
357,0.20455907,0.20477676658015603
356,0.20454103,0.20498271823832165
355,0.20450754,0.20523629951392322
354,0.20444101,0.20552728340547263
353,0.20432116,0.2058404687556105
352,0.2040985,0.20613549596906938
351,0.20359382,0.20633310555037335
350,0.20246927,0.20614850767867995
349,0.20009191,0.20472824826812697
348,100.220245,0.2044986907129791
