10,80.42821,0.1501495334971757
9,80.42821,0.1469079740541872
8,0.15973456,0.14384631106930124
7,0.163878,0.14103060494229702
6,0.16820201,0.1384164784089731
5,0.1723656,0.1359974229300327
4,0.17584813,0.13394404735630464
3,0.17938511,0.13220671971447218
2,0.18271667,0.13108884217408093
1,0.18569474,0.13209118615132479
0,0.18862376,0.13325272431203075
359,0.19120112,0.1344761638697967
358,0.19195044,0.13620814862889793
357,0.18958576,0.1381493455219648
356,0.18691075,0.14051970718833348
355,0.18431012,0.1435455842153708
354,0.18174322,0.14712944524239613
353,0.1791701,0.15097873167554562
352,0.1766691,0.15596493888961316
351,0.17423698,0.16209849250500022
350,80.42821,0.17218871824590198
