,pose_1,pose_1,pose_1,pose_1,pose_2,pose_2,pose_2,pose_2,pose_3,pose_3,pose_3,pose_3,pose_4,pose_4,pose_4,pose_4,pose_5,pose_5,pose_5,pose_5,pose_6,pose_6,pose_6,pose_6
,x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ')
true,G3,4.5,G3,4.5,G3,4.95,G3,4.95,G2,4.9,G2,4.9,G4,5.0,G4,5.0,G4,3.2,G4,3.2,G3,2.2,G3,2.2
∅,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667
Q1,G3,4.375217668056981,G4,4.117444480409039,G3,4.7860057861353935,G3,4.817405474498002,G2,4.838782401675988,G2,4.8610961203698135,G4,4.618417077715531,G2,4.256811088076162,G4,3.0818397001324422,G4,2.8956587165541947,G3,2.0590417683406623,G2,4.788139786085119
Q2,G3,4.2438909713860635,G3,3.13198184837628,G3,3.332477340887327,G4,2.6351612214760136,G2,4.799841979151252,G2,4.54304352332356,G4,3.8741658515224975,G2,2.6123287133523894,G4,1.9491413240833122,G4,1.9140580558317417,G3,1.918691684111194,G2,3.4042504693652718
Q3,G3,3.7983110091188963,G3,3.7849071612149703,G3,4.764299679846178,G3,4.412443528314903,G2,4.566705490468064,G2,4.6348023749434075,G4,4.3056363724068705,G3,3.482173722268514,G4,3.1412356460411357,G4,1.8935308504354027,G3,2.1672436000459783,G3,2.0849912614268984
Q4,G3,3.822235140571144,G3,3.702343010325712,G3,3.0758647796324987,G4,4.306712074193577,G2,4.2376964215036335,G3,3.689386336982088,G4,4.237236303755506,G2,3.5405856866357595,G4,1.848989369477568,G4,3.135240362351172,G3,2.4979128115153064,G4,3.1904681648629873
