,pose_0,pose_0,pose_0,pose_0,pose_1,pose_1,pose_1,pose_1,pose_2,pose_2,pose_2,pose_2,pose_3,pose_3,pose_3,pose_3,pose_4,pose_4,pose_4,pose_4,pose_5,pose_5,pose_5,pose_5
,x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ')
true,G1,1.0,G1,1.0,G1,1.0,G1,1.0,G-1,1.0,G-1,1.0,G0,1.0,G0,1.0,G2,1.0,G2,1.0,,0.0,,0.0
∅,G2,0.5,G2,0.5,G2,0.5,G2,0.5,G2,0.5,G2,0.5,G2,0.5,G2,0.5,G2,0.5,G2,0.5,G2,0.5,G2,0.5
Q1,G1,1.0,G1,1.0,G1,1.0,G1,1.0,G-1,1.0,G-1,1.0,G0,1.0,G0,1.0,G2,1.0,G2,1.0,,0,,0
Q2,G1,1.0,G1,1.0,G1,1.0,G1,1.0,G-1,1.0,G-1,1.0,G0,1.0,G0,1.0,G2,1.0,G2,1.0,,0,,0
Q3,G1,1.0,G1,1.0,G1,1.0,G1,1.0,G-1,1.0,G-1,1.0,G0,1.0,G0,1.0,G2,1.0,G2,1.0,,0,,0
Q4,G1,1.0,G1,1.0,G1,1.0,G1,1.0,G-1,1.0,G-1,1.0,G0,1.0,G0,1.0,G2,1.0,G2,1.0,,0,,0
