,pose_1,pose_1,pose_1,pose_1,pose_2,pose_2,pose_2,pose_2,pose_3,pose_3,pose_3,pose_3,pose_4,pose_4,pose_4,pose_4,pose_5,pose_5,pose_5,pose_5,pose_6,pose_6,pose_6,pose_6
,x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ')
true,G3,4.5,G3,4.5,G3,4.95,G3,4.95,G2,4.9,G2,4.9,G4,5.0,G4,5.0,G4,3.2,G4,3.2,G3,2.2,G3,2.2
∅,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667,G3,1.9416666666666667
Q1,G3,4.106315853136972,G4,2.781082927897461,G3,4.379509166143508,G3,4.250662620239134,G2,4.539825140999567,G2,3.8294097542282164,G4,4.171111297397045,G2,2.9016428911109933,G4,2.8884642163060477,G4,2.142972141945368,G3,1.983988961936524,G2,4.112446510817669
Q2,G3,3.8137374640784762,G3,2.3920370280631564,G3,3.529906897488042,G4,2.240592489145153,G2,4.389725940961691,G2,3.413729626522732,G4,3.7122599344343965,G2,2.3056804765195213,G4,2.277618414737765,G4,1.8933770426011924,G3,2.0062924767042265,G2,2.546593173390217
Q3,G3,3.539051478467929,G3,3.1445525782555506,G3,4.3390884491431105,G3,3.17426522398875,G2,4.241310948252326,G2,2.8594098462566713,G4,3.920994491462601,G3,2.629770866532401,G4,2.933752293761976,G4,1.9416539753760962,G3,2.146695365317935,G3,1.900866126910068
Q4,G3,3.6277402253397253,G3,2.813799542557589,G3,3.32749150102931,G4,3.254834645973416,G2,4.072697036913753,G3,2.495402827033446,G4,3.8818821785397204,G2,2.7760388194746537,G4,2.215727246010125,G4,2.3708423750086105,G3,2.3642273964186873,G4,2.4696753491898202
